dataset	category_index	label	label_key	source_version	source_url	source_class	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
objects365	110	Fan	fan	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	fan	true	3	oewn-03324991-n	noun.artifact	oewn-03324991-n|oewn-10659323-n|oewn-10097373-n	oewn-03324991-n:noun.artifact:fan|oewn-10659323-n:noun.person:sports fan;fan;rooter|oewn-10097373-n:noun.person:fan;buff;devotee;lover	fan	fan	selected_single_label_or_lookup_matched_wordnet_lemma	fan	fan:4	oewn-03187746-n	oewn-03187746-n:noun.artifact	oewn-03187746-n:device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03324991-n:fan%1:06:00:::fan.n.01:4|oewn-10659323-n:fan%1:18:01:::sports_fan.n.01:3|oewn-10097373-n:fan%1:18:00:::fan.n.03:3	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	111	Green Vegetables	green vegetables	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	112	Banana	banana	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	banana	oewn-07769568-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	113	Baseball Glove	baseball glove	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	baseball glove	oewn-02803372-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	114	Airplane	airplane	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	airplane	oewn-02694015-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	115	Mouse	mouse	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	mouse	oewn-02332897-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	116	Train	train	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	train	oewn-04475240-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	117	Pumpkin	pumpkin	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	pumpkin	true	2	oewn-07751486-n	noun.food	oewn-12178960-n|oewn-07751486-n	oewn-12178960-n:noun.plant:pumpkin;pumpkin vine;autumn pumpkin;Cucurbita pepo|oewn-07751486-n:noun.food:pumpkin	pumpkin	pumpkin	selected_single_label_or_lookup_matched_wordnet_lemma	pumpkin	pumpkin:0	oewn-07723196-n	oewn-07723196-n:noun.food	oewn-07723196-n:vegetable;veggie;veg	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07751486-n	user-approved ambiguous decision: pumpkin food/object sense, not vine	false	true	wn30_all_zero	oewn-12178960-n:pumpkin%1:20:00:::pumpkin.n.01:0|oewn-07751486-n:pumpkin%1:13:00:::pumpkin.n.02:0	manual_select	manual_select
objects365	118	Soccer	soccer	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	rejected	false				oewn	2025-plus	oewn:2025+	exact	soccer	true	1			oewn-00479273-n	oewn-00479273-n:noun.act:soccer;association football			not_applicable_no_selected_synset						not_applicable_no_selected_synset	hard_conflict	manual_check	reject:oewn-00479273-n	user-approved reject: only soccer noun.act candidate; no object synset	false	true			manual_reject	manual_reject
objects365	119	Skiboard	skiboard	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	120	Luggage	luggage	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	luggage	true	1	oewn-02777635-n	noun.artifact	oewn-02777635-n	oewn-02777635-n:noun.artifact:baggage;luggage	baggage|luggage	luggage	selected_single_label_or_lookup_matched_wordnet_lemma	luggage	luggage:6	oewn-02978156-n	oewn-02978156-n:noun.artifact	oewn-02978156-n:case	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	121	Nightstand	nightstand	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	122	Tea pot	tea pot	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	joined_variant	teapot	true	1	oewn-04405179-n	noun.artifact	oewn-04405179-n	oewn-04405179-n:noun.artifact:teapot	teapot	teapot	selected_single_label_or_lookup_matched_wordnet_lemma	teapot	teapot:0	oewn-03996832-n	oewn-03996832-n:noun.artifact	oewn-03996832-n:pot	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	123	Telephone	telephone	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	telephone	true	2	oewn-04408223-n	noun.artifact	oewn-04408223-n|oewn-06282943-n	oewn-04408223-n:noun.artifact:telephone;phone;telephone set|oewn-06282943-n:noun.communication:telephone;telephony	telephone|phone|telephone set	telephone	selected_single_label_or_lookup_matched_wordnet_lemma	telephone	telephone:18	oewn-03283159-n	oewn-03283159-n:noun.artifact	oewn-03283159-n:electronic equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04408223-n:telephone%1:06:00:::telephone.n.01:18|oewn-06282943-n:telephone%1:10:00:::telephone.n.02:1	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	124	Trolley	trolley	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	trolley	true	1	oewn-04342573-n	noun.artifact	oewn-04342573-n	oewn-04342573-n:noun.artifact:streetcar;tram;tramcar;trolley;trolley car	streetcar|tram|tramcar|trolley|trolley car	trolley	selected_single_label_or_lookup_matched_wordnet_lemma	trolley	trolley:0	oewn-04177098-n	oewn-04177098-n:noun.artifact	oewn-04177098-n:self-propelled vehicle	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	125	Head Phone	head phone	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	joined_variant	headphone	true	1	oewn-03266479-n	noun.artifact	oewn-03266479-n	oewn-03266479-n:noun.artifact:earphone;earpiece;headphone;phone	earphone|earpiece|headphone|phone	headphone	selected_single_label_or_lookup_matched_wordnet_lemma	headphone	headphone:0	oewn-03279472-n	oewn-03279472-n:noun.artifact	oewn-03279472-n:electro-acoustic transducer	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	126	Sports Car	sports car	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	sports car	true	1	oewn-04292146-n	noun.artifact	oewn-04292146-n	oewn-04292146-n:noun.artifact:sports car;sport car	sports car|sport car	sports car	selected_single_label_or_lookup_matched_wordnet_lemma	sports car	sports car:1	oewn-02961779-n	oewn-02961779-n:noun.artifact	oewn-02961779-n:car;auto;automobile;machine;motorcar	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	127	Stop Sign	stop sign	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	stop sign	oewn-92470663-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	128	Dessert	dessert	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	dessert	true	1	oewn-07625449-n	noun.food	oewn-07625449-n	oewn-07625449-n:noun.food:dessert;sweet;afters	dessert|sweet|afters	dessert	selected_single_label_or_lookup_matched_wordnet_lemma	dessert	dessert:2	oewn-07572535-n	oewn-07572535-n:noun.food	oewn-07572535-n:course	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	129	Scooter	scooter	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	scooter	true	5	oewn-04569408-n	noun.artifact	oewn-04569408-n|oewn-04156439-n|oewn-03796586-n|oewn-03561991-n|oewn-01856139-n	oewn-04569408-n:noun.artifact:water scooter;sea scooter;scooter|oewn-04156439-n:noun.artifact:scooter|oewn-03796586-n:noun.artifact:motor scooter;scooter|oewn-03561991-n:noun.artifact:iceboat;ice yacht;scooter|oewn-01856139-n:noun.animal:scoter;scooter	water scooter|sea scooter|scooter	scooter	selected_single_label_or_lookup_matched_wordnet_lemma	scooter	scooter:0	oewn-03795763-n	oewn-03795763-n:noun.artifact	oewn-03795763-n:motorboat;powerboat	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04569408-n	user-approved first-allowed-candidate decision: choose first artifact candidate and exclude animal scoter	false	true	wn30_all_zero	oewn-04569408-n:scooter%1:06:03:::water_scooter.n.01:0|oewn-04156439-n:scooter%1:06:00:::scooter.n.02:0|oewn-03796586-n:scooter%1:06:01:::motor_scooter.n.01:0|oewn-03561991-n:scooter%1:06:02:::iceboat.n.02:0|oewn-01856139-n:scooter%1:05:00:::scoter.n.01:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	130	Stroller	stroller	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	stroller	true	2	oewn-02769539-n	noun.artifact	oewn-10572663-n|oewn-02769539-n	oewn-10572663-n:noun.person:saunterer;stroller;ambler|oewn-02769539-n:noun.artifact:baby buggy;baby carriage;carriage;perambulator;pram;stroller;go-cart;pushchair;pusher	baby buggy|baby carriage|carriage|perambulator|pram|stroller|go-cart|pushchair|pusher	stroller	selected_single_label_or_lookup_matched_wordnet_lemma	stroller	stroller:0	oewn-04583497-n	oewn-04583497-n:noun.artifact	oewn-04583497-n:wheeled vehicle	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-02769539-n	user-approved ambiguous decision: baby buggy/stroller artifact sense	false	true	wn30_all_zero	oewn-10572663-n:stroller%1:18:00:::saunterer.n.01:0|oewn-02769539-n:stroller%1:06:00:::baby_buggy.n.01:0;go--cart%1:06:00::=wn30_missing	manual_select	manual_select
objects365	131	Crane	crane	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	crane	true	5	oewn-03131358-n	noun.artifact	oewn-10934199-n|oewn-03131358-n|oewn-10934083-n|oewn-02015503-n|oewn-09318361-n	oewn-10934199-n:noun.person:Crane;Stephen Crane|oewn-03131358-n:noun.artifact:crane|oewn-10934083-n:noun.person:Crane;Hart Crane;Harold Hart Crane|oewn-02015503-n:noun.animal:crane|oewn-09318361-n:noun.object:Grus;Crane	crane	crane	selected_single_label_or_lookup_matched_wordnet_lemma	crane	crane:0	oewn-03670001-n	oewn-03670001-n:noun.artifact	oewn-03670001-n:lifting device	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03131358-n	user-approved first-allowed-candidate decision: exclude person/proper noun candidates and choose artifact crane	false	true	wn30_all_zero	oewn-10934199-n:crane%1:18:01:::crane.n.01:0|oewn-03131358-n:crane%1:06:00:::crane.n.04:0|oewn-10934083-n:crane%1:18:00:::crane.n.02:0|oewn-02015503-n:crane%1:05:00:::crane.n.05:0|oewn-09318361-n:crane%1:17:00:::grus.n.01:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	132	Remote	remote	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	remote	oewn-04082075-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	133	Refrigerator	refrigerator	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	refrigerator	oewn-04077839-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	134	Oven	oven	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	oven	oewn-03868196-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	135	Lemon	lemon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lemon	true	5	oewn-07765558-n	noun.food	oewn-07765558-n|oewn-04973720-n|oewn-12732356-n|oewn-05724289-n|oewn-03661164-n	oewn-07765558-n:noun.food:lemon|oewn-04973720-n:noun.attribute:gamboge;lemon;lemon yellow;maize|oewn-12732356-n:noun.plant:lemon;lemon tree;Citrus limon|oewn-05724289-n:noun.cognition:lemon|oewn-03661164-n:noun.artifact:lemon;stinker	lemon	lemon	selected_single_label_or_lookup_matched_wordnet_lemma	lemon	lemon:4	oewn-07763031-n	oewn-07763031-n:noun.food	oewn-07763031-n:citrus;citrus fruit;citrous fruit	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07765558-n:lemon%1:13:00:::lemon.n.01:4|oewn-12732356-n:lemon%1:20:00:::lemon.n.03:0|oewn-03661164-n:lemon%1:06:00:::lemon.n.05:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	136	Duck	duck	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	duck	true	4	oewn-01848972-n	noun.animal	oewn-01848972-n|oewn-13617087-n|oewn-07662187-n|oewn-03257774-n	oewn-01848972-n:noun.animal:duck|oewn-13617087-n:noun.quantity:duck;duck's egg|oewn-07662187-n:noun.food:duck|oewn-03257774-n:noun.artifact:duck	duck	duck	selected_single_label_or_lookup_matched_wordnet_lemma	duck	duck:4	oewn-01848118-n	oewn-01848118-n:noun.animal	oewn-01848118-n:anseriform bird	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-01848972-n:duck%1:05:00:::duck.n.01:4|oewn-07662187-n:duck%1:13:00:::duck.n.03:0|oewn-03257774-n:duck%1:06:00:::duck.n.04:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	137	Baseball Bat	baseball bat	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	baseball bat	oewn-02802334-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	138	Surveillance Camera	surveillance camera	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
