dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	lvis_synset_matched_oewn_synsets	synset_selection_tag	decision_basis
lvis	261	cistern	cistern	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cistern	cistern.n.02	cistern|water_tank	a tank that holds the water used to flush a toilet	f	131	168	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cistern	true	3	oewn-03039700-n	noun.artifact	oewn-05524362-n|oewn-03039700-n|oewn-03039495-n	oewn-05524362-n:noun.body:cisterna;cistern|oewn-03039700-n:noun.artifact:cistern;water tank|oewn-03039495-n:noun.artifact:cistern	cistern|water tank	oewn-04395830-n	oewn-04395830-n:noun.artifact	oewn-04395830-n:tank;storage tank	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03039700-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	262	clarinet	clarinet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clarinet	clarinet.n.01	clarinet	a single-reed instrument with a straight tube	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	clarinet	true	1	oewn-03041694-n	noun.artifact	oewn-03041694-n	oewn-03041694-n:noun.artifact:clarinet	clarinet	oewn-04229922-n	oewn-04229922-n:noun.artifact	oewn-04229922-n:single-reed instrument;single-reed woodwind	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	263	clasp	clasp	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clasp	clasp.n.01	clasp	a fastener (as a buckle or hook) that is used to hold two things together	c	9	31	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	clasp	true	2	oewn-03042266-n	noun.artifact	oewn-03042266-n|oewn-00814187-n	oewn-03042266-n:noun.artifact:clasp|oewn-00814187-n:noun.act:clasp;clench;clutch;clutches;grasp;grip;hold	clasp	oewn-03328648-n	oewn-03328648-n:noun.artifact	oewn-03328648-n:fastener;fastening;holdfast;fixing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03042266-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	264	cleansing agent	cleansing agent	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cleansing_agent	cleansing_agent.n.01	cleansing_agent|cleanser|cleaner	a preparation used in cleaning something	c	11	41	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cleansing agent	true	1	oewn-03044572-n	noun.artifact	oewn-03044572-n	oewn-03044572-n:noun.artifact:cleansing agent;cleanser;cleaner	cleansing agent|cleanser|cleaner	oewn-14897792-n	oewn-14897792-n:noun.substance	oewn-14897792-n:formulation;preparation	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	265	cleat (for securing rope)	cleat (for securing rope)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cleat_(for_securing_rope)	cleat.n.02	cleat_(for_securing_rope)	a fastener (usually with two projecting horns) around which a rope can be secured	r	0	0	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	266	clementine	clementine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clementine	clementine.n.01	clementine	a variety of mandarin orange	r	1	1	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	clementine	true	2	oewn-12731175-n	noun.plant	oewn-12731175-n|oewn-07764133-n	oewn-12731175-n:noun.plant:clementine;clementine tree|oewn-07764133-n:noun.food:clementine	clementine|clementine tree	oewn-12730661-n	oewn-12730661-n:noun.plant	oewn-12730661-n:mandarin;mandarin orange;mandarin orange tree;Citrus reticulata	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-12731175-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	267	clip	clip	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clip	clip.n.03	clip	any of various small fasteners used to hold loose articles together	c	14	25	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	clip	true	6	oewn-03047943-n	noun.artifact	oewn-02976476-n|oewn-07324217-n|oewn-03047943-n|oewn-03048151-n|oewn-00360440-n|oewn-00134054-n	oewn-02976476-n:noun.artifact:cartridge holder;cartridge clip;clip;magazine|oewn-07324217-n:noun.event:time;clip|oewn-03047943-n:noun.artifact:clip|oewn-03048151-n:noun.artifact:clip|oewn-00360440-n:noun.act:clip;clipping;snip|oewn-00134054-n:noun.act:clip	clip	oewn-03328648-n	oewn-03328648-n:noun.artifact	oewn-03328648-n:fastener;fastening;holdfast;fixing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03047943-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	268	clipboard	clipboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clipboard	clipboard.n.01	clipboard	a small writing board with a clip at the top for holding papers	c	8	15	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	clipboard	true	1	oewn-03048403-n	noun.artifact	oewn-03048403-n	oewn-03048403-n:noun.artifact:clipboard	clipboard	oewn-04615485-n	oewn-04615485-n:noun.artifact	oewn-04615485-n:writing board	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	269	clippers (for plants)	clippers (for plants)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clippers_(for_plants)	clipper.n.03	clippers_(for_plants)	shears for cutting grass or shrubbery (often used in the plural)	r	0	0	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	270	cloak	cloak	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cloak	cloak.n.02	cloak	a loose outer garment	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cloak	true	2	oewn-03049322-n	noun.artifact	oewn-03049683-n|oewn-03049322-n	oewn-03049683-n:noun.artifact:cloak|oewn-03049322-n:noun.artifact:cloak	cloak	oewn-03869443-n	oewn-03869443-n:noun.artifact	oewn-03869443-n:overgarment;outer garment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03049322-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	271	clock	clock	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clock	clock.n.01	clock|timepiece|timekeeper	a timepiece that shows the time of day	f	392	622	false	not_mwe	duplicate_existing_label_key	true	COCO	clock	oewn-03050242-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	272	clock tower	clock tower	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clock_tower	clock_tower.n.01	clock_tower	a tower with a large clock visible high up on an outside face	f	197	204	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	clock tower	true	1	oewn-03051037-n	noun.artifact	oewn-03051037-n	oewn-03051037-n:noun.artifact:clock tower	clock tower	oewn-04467365-n	oewn-04467365-n:noun.artifact	oewn-04467365-n:tower	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	273	clothes hamper	clothes hamper	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clothes_hamper	clothes_hamper.n.01	clothes_hamper|laundry_basket|clothes_basket	a hamper that holds dirty clothes to be washed or wet clothes to be dried	c	7	8	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	clothes hamper	true	1	oewn-03054849-n	noun.artifact	oewn-03054849-n	oewn-03054849-n:noun.artifact:clothes hamper;laundry basket;clothes basket;voider	clothes hamper|laundry basket|clothes basket|voider	oewn-03487488-n	oewn-03487488-n:noun.artifact	oewn-03487488-n:hamper	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	274	clothespin	clothespin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clothespin	clothespin.n.01	clothespin|clothes_peg	wood or plastic fastener; for holding clothes on a clothesline	c	4	35	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	clothespin	true	1	oewn-03055234-n	noun.artifact	oewn-03055234-n	oewn-03055234-n:noun.artifact:clothespin;clothes pin;clothes peg	clothespin|clothes pin|clothes peg	oewn-03328648-n	oewn-03328648-n:noun.artifact	oewn-03328648-n:fastener;fastening;holdfast;fixing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	275	clutch bag	clutch bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clutch_bag	clutch_bag.n.01	clutch_bag	a woman's strapless purse that is carried in the hand	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	clutch bag	true	1	oewn-03059403-n	noun.artifact	oewn-03059403-n	oewn-03059403-n:noun.artifact:clutch bag;clutch	clutch bag|clutch	oewn-02777157-n	oewn-02777157-n:noun.artifact	oewn-02777157-n:bag;handbag;pocketbook;purse	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	276	coaster	coaster	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coaster	coaster.n.03	coaster	a covering (plate or mat) that protects the surface of a table	f	43	87	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	coaster	true	3	oewn-03060686-n	noun.artifact	oewn-09952164-n|oewn-09952074-n|oewn-03060686-n	oewn-09952164-n:noun.person:coaster|oewn-09952074-n:noun.person:coaster|oewn-03060686-n:noun.artifact:coaster	coaster	oewn-04020673-n	oewn-04020673-n:noun.artifact	oewn-04020673-n:protective covering;protective cover;protection	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03060686-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	277	coat	coat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coat	coat.n.01	coat	an outer garment that has sleeves and covers the body from shoulder down	f	133	702	false	not_mwe	duplicate_existing_label_key	true	openimages	Coat	oewn-03061006-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	278	coat hanger	coat hanger	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coat_hanger	coat_hanger.n.01	coat_hanger|clothes_hanger|dress_hanger	a hanger that is shaped like a person's shoulders	c	18	117	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	coat hanger	true	1	oewn-03061905-n	noun.artifact	oewn-03061905-n	oewn-03061905-n:noun.artifact:coat hanger;clothes hanger;dress hanger	coat hanger|clothes hanger|dress hanger	oewn-03495985-n	oewn-03495985-n:noun.artifact	oewn-03495985-n:hanger	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	279	coatrack	coatrack	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coatrack	coatrack.n.01	coatrack|hatrack	a rack with hooks for temporarily holding coats and hats	c	2	2	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	coatrack	true	1	oewn-03063106-n	noun.artifact	oewn-03063106-n	oewn-03063106-n:noun.artifact:coatrack;coat rack;hatrack	coatrack|coat rack|hatrack	oewn-04044916-n	oewn-04044916-n:noun.artifact	oewn-04044916-n:rack;stand	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	280	cock	cock	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cock	cock.n.04	cock|rooster	adult male chicken	c	8	15	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cock	true	5	oewn-01794799-n	noun.animal	oewn-05534354-n|oewn-04334820-n|oewn-03486907-n|oewn-01794799-n|oewn-01517309-n	oewn-05534354-n:noun.body:cock;prick;dick;shaft;pecker;tool;putz|oewn-04334820-n:noun.artifact:stopcock;cock;turncock|oewn-03486907-n:noun.artifact:hammer;cock|oewn-01794799-n:noun.animal:cock;rooster|oewn-01517309-n:noun.animal:cock	cock|rooster	oewn-01794266-n	oewn-01794266-n:noun.animal	oewn-01794266-n:chicken;Gallus gallus	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-01794799-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	281	cockroach	cockroach	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cockroach	cockroach.n.01	cockroach	any of numerous chiefly nocturnal insects; some are domestic pests	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cockroach	true	1	oewn-02235990-n	noun.animal	oewn-02235990-n	oewn-02235990-n:noun.animal:cockroach;roach	cockroach|roach	oewn-02235603-n	oewn-02235603-n:noun.animal	oewn-02235603-n:dictyopterous insect	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	282	cocoa (beverage)	cocoa (beverage)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cocoa_(beverage)	cocoa.n.01	cocoa_(beverage)|hot_chocolate_(beverage)|drinking_chocolate	a beverage made from cocoa powder and milk and sugar; usually drunk hot	r	2	2	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	283	coconut	coconut	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coconut	coconut.n.02	coconut|cocoanut	large hard-shelled brown oval nut with a fibrous husk	c	5	208	false	not_mwe	duplicate_existing_label_key	true	objects365	Coconut	oewn-07789214-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	284	coffee maker	coffee maker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coffee_maker	coffee_maker.n.01	coffee_maker|coffee_machine	a kitchen appliance for brewing coffee automatically	f	46	49	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	coffee maker	true	1	oewn-03067341-n	noun.artifact	oewn-03067341-n	oewn-03067341-n:noun.artifact:coffee maker	coffee maker	oewn-03625261-n	oewn-03625261-n:noun.artifact	oewn-03625261-n:kitchen appliance	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	285	coffee table	coffee table	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coffee_table	coffee_table.n.01	coffee_table|cocktail_table	low table where magazines can be placed and coffee or cocktails are served	f	142	185	true	duplicate_existing_label_key	duplicate_existing_label_key	true	objects365	Coffee Table	oewn-03067971-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	286	coffeepot	coffeepot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coffeepot	coffeepot.n.01	coffeepot	tall pot in which coffee is brewed	c	6	9	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	coffeepot	true	1	oewn-03067692-n	noun.artifact	oewn-03067692-n	oewn-03067692-n:noun.artifact:coffeepot	coffeepot	oewn-03996832-n	oewn-03996832-n:noun.artifact	oewn-03996832-n:pot	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	287	coil	coil	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coil	coil.n.05	coil	tubing that is wound in a spiral	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	coil	true	6	oewn-03070033-n	noun.artifact	oewn-03069428-n|oewn-13898609-n|oewn-03070236-n|oewn-03070134-n|oewn-03070033-n|oewn-03069712-n	oewn-03069428-n:noun.artifact:coil;spiral;volute;whorl;helix|oewn-13898609-n:noun.shape:coil;whorl;roll;curl;curlicue;ringlet;gyre;scroll|oewn-03070236-n:noun.artifact:coil|oewn-03070134-n:noun.artifact:coil|oewn-03070033-n:noun.artifact:coil|oewn-03069712-n:noun.artifact:coil	coil	oewn-04500800-n	oewn-04500800-n:noun.artifact	oewn-04500800-n:tube;tubing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03070033-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	288	coin	coin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coin	coin.n.01	coin	a flat metal piece (usually a disc) used as money	c	13	97	false	not_mwe	duplicate_existing_label_key	true	openimages	Coin	oewn-13409418-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	289	colander	colander	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	colander	colander.n.01	colander|cullender	bowl-shaped strainer; used to wash or drain foods	c	2	4	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	colander	true	1	oewn-03070853-n	noun.artifact	oewn-03070853-n	oewn-03070853-n:noun.artifact:colander;cullender	colander|cullender	oewn-04339381-n	oewn-04339381-n:noun.artifact	oewn-04339381-n:strainer	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	290	coleslaw	coleslaw	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coleslaw	coleslaw.n.01	coleslaw|slaw	basically shredded cabbage	c	5	10	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	coleslaw	true	1	oewn-07824563-n	noun.food	oewn-07824563-n	oewn-07824563-n:noun.food:coleslaw;slaw	coleslaw|slaw	oewn-07822197-n	oewn-07822197-n:noun.food	oewn-07822197-n:salad	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	291	coloring material	coloring material	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coloring_material	coloring_material.n.01	coloring_material|colouring_material	any material used for its color	r	1	9	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	coloring material	true	1	oewn-15009532-n	noun.substance	oewn-15009532-n	oewn-15009532-n:noun.substance:coloring material;colouring material;color;colour	coloring material|colouring material|color|colour	oewn-14604877-n	oewn-14604877-n:noun.substance	oewn-14604877-n:material;stuff	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
